shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg
SHIP_001281,SUP_0098,PROD_0074,Truck,707,513,366.23,34.17,1,1,3,True,1,875939.45
SHIP_001282,SUP_0135,PROD_0078,Truck,180,804,456.64,41.41,6,6,5,False,0,111260.52
SHIP_001283,SUP_0003,PROD_0061,Rail,794,2530,272.78,21.47,6,6,6,True,0,2715784.94
SHIP_001284,SUP_0059,PROD_0068,Ship,68,2333,233.15,21.97,32,32,34,True,0,367749.21
SHIP_001285,SUP_0042,PROD_0083,Truck,219,2934,279.4,21.61,6,6,8,True,0,857651.17
SHIP_001286,SUP_0074,PROD_0073,Truck,625,442,489.79,67.85,1,1,1,True,0,383708.65
SHIP_001287,SUP_0016,PROD_0067,Truck,137,2205,426.51,24.38,6,6,6,True,0,477697.71
SHIP_001288,SUP_0091,PROD_0017,Truck,464,159,214.98,12.27,5,5,8,True,0,45873.53
SHIP_001289,SUP_0153,PROD_0074,Air,414,304,562.72,32.85,2,2,3,True,0,241568.58
SHIP_001290,SUP_0137,PROD_0027,Truck,662,163,111.12,6.21,1,1,4,True,0,202166.06
SHIP_001291,SUP_0039,PROD_0094,Truck,62,1515,488.7,52.96,2,2,3,True,0,232512.63
SHIP_001292,SUP_0054,PROD_0048,Truck,839,904,464.59,35.98,6,6,7,True,0,719168.17
SHIP_001293,SUP_0088,PROD_0037,Air,123,2028,492.08,23.03,1,1,2,True,0,463700.54
SHIP_001294,SUP_0188,PROD_0030,Air,798,1440,823.85,39.37,1,1,3,True,0,2124512.27
SHIP_001295,SUP_0105,PROD_0050,Truck,475,96,121.42,12.85,6,6,5,True,0,24055.32
SHIP_001296,SUP_0114,PROD_0053,Truck,896,1096,123.3,14.77,2,2,5,True,1,2394581.5
SHIP_001297,SUP_0019,PROD_0071,Air,27,2159,617.05,35.75,2,2,5,True,0,111427.5
SHIP_001298,SUP_0155,PROD_0067,Ship,452,2081,96.88,11.7,24,24,23,True,0,946942.81
SHIP_001299,SUP_0065,PROD_0074,Truck,890,460,401.13,28.12,3,3,5,True,0,397786.65
SHIP_001300,SUP_0166,PROD_0021,Truck,973,107,162.07,18.82,5,5,7,True,0,231132.61
SHIP_001301,SUP_0171,PROD_0055,Rail,14,2896,351.97,39.44,11,11,12,True,0,54730.19
SHIP_001302,SUP_0114,PROD_0004,Air,802,1737,480.23,50.5,2,2,3,True,0,982323.83
SHIP_001303,SUP_0188,PROD_0028,Truck,426,2723,456.1,18.51,2,2,3,False,0,1458535.72
SHIP_001304,SUP_0118,PROD_0027,Air,535,456,470.51,24.16,1,1,2,True,1,538095.34
SHIP_001305,SUP_0108,PROD_0044,Truck,850,1114,146.77,15.73,1,1,0,True,0,2164352.52
SHIP_001306,SUP_0095,PROD_0024,Truck,238,885,117.07,10.04,5,5,6,True,0,205816.87
SHIP_001307,SUP_0193,PROD_0012,Ship,372,1941,66.92,5.6,22,22,22,True,0,1775250.81
SHIP_001308,SUP_0069,PROD_0059,Truck,923,1508,568.07,65.49,6,6,8,True,0,2305522.08
SHIP_001309,SUP_0139,PROD_0020,Truck,488,2646,284.16,32.23,5,5,5,True,0,2558467.41
SHIP_001310,SUP_0079,PROD_0017,Truck,196,1414,133.79,10.17,6,6,8,True,0,425121.7
SHIP_001311,SUP_0171,PROD_0088,Intermodal,635,295,263.51,22.17,12,12,15,True,0,368752.21
SHIP_001312,SUP_0017,PROD_0040,Truck,663,1070,538.02,70.71,5,5,4,True,0,546010.85
SHIP_001313,SUP_0188,PROD_0017,Air,382,2579,525.57,31.38,2,2,2,True,0,2146609.92
SHIP_001314,SUP_0071,PROD_0088,Truck,136,888,349.44,33.83,6,6,8,True,0,165291.34
SHIP_001315,SUP_0067,PROD_0022,Air,175,1585,921.15,104.52,1,1,2,True,0,160977.19
SHIP_001316,SUP_0161,PROD_0027,Truck,322,2892,166.44,15.86,1,1,3,True,0,1479325.07
SHIP_001317,SUP_0023,PROD_0086,Ship,30,2292,213.99,12.36,43,43,46,True,2,152501.37
SHIP_001318,SUP_0116,PROD_0031,Rail,203,1041,315.18,24.2,7,7,9,True,0,162279.87
SHIP_001319,SUP_0197,PROD_0006,Air,781,2957,408.85,22.05,2,2,2,True,0,3859535.68
SHIP_001320,SUP_0046,PROD_0040,Rail,38,1804,165.93,12.58,8,8,10,True,0,36592.25
SHIP_001321,SUP_0100,PROD_0038,Ship,941,2109,66.25,2.85,15,15,14,True,0,3555474.52
SHIP_001322,SUP_0109,PROD_0062,Truck,97,2560,627.56,44.0,1,1,3,True,0,512500.49
SHIP_001323,SUP_0175,PROD_0100,Truck,967,950,264.06,16.09,3,3,5,True,0,809752.93
SHIP_001324,SUP_0001,PROD_0014,Air,94,2869,788.52,49.29,2,2,4,True,0,348994.3
SHIP_001325,SUP_0039,PROD_0072,Intermodal,889,456,151.17,19.12,10,10,9,True,0,695319.39
SHIP_001326,SUP_0107,PROD_0066,Rail,986,930,179.35,19.31,13,13,12,True,0,2173398.85
SHIP_001327,SUP_0011,PROD_0037,Rail,514,2643,193.74,14.84,13,13,12,True,0,2564778.99
SHIP_001328,SUP_0059,PROD_0066,Rail,418,281,185.43,9.41,12,12,11,True,0,244152.36
SHIP_001329,SUP_0114,PROD_0064,Ship,281,402,74.33,6.28,42,42,41,True,1,239773.03
SHIP_001330,SUP_0063,PROD_0026,Air,168,833,510.42,70.54,1,1,2,True,0,107093.69
SHIP_001331,SUP_0048,PROD_0023,Truck,845,1644,315.18,21.02,1,1,3,True,0,1012919.05
SHIP_001332,SUP_0169,PROD_0029,Rail,139,2147,287.51,32.63,10,10,9,False,0,505890.37
SHIP_001333,SUP_0109,PROD_0037,Ship,428,1503,164.8,9.27,26,26,25,True,0,610346.23
SHIP_001334,SUP_0018,PROD_0012,Intermodal,660,624,410.57,38.93,13,13,16,True,0,505318.1
SHIP_001335,SUP_0012,PROD_0005,Ship,85,920,62.65,5.08,27,27,30,True,0,185546.38
SHIP_001336,SUP_0099,PROD_0015,Rail,637,605,287.7,19.47,12,12,13,True,0,421696.23
SHIP_001337,SUP_0049,PROD_0033,Truck,381,1880,303.22,13.33,5,5,7,True,0,470183.4
SHIP_001338,SUP_0156,PROD_0008,Intermodal,487,2352,459.06,29.4,20,20,21,True,0,1115337.37
SHIP_001339,SUP_0105,PROD_0058,Truck,155,1332,401.7,48.79,1,1,4,True,0,121573.25
SHIP_001340,SUP_0069,PROD_0045,Ship,926,779,118.64,8.65,14,14,16,False,0,1547396.35
SHIP_001341,SUP_0170,PROD_0088,Truck,372,2552,228.42,21.09,6,6,8,True,0,1082103.62
SHIP_001342,SUP_0109,PROD_0002,Truck,726,1537,351.32,37.13,5,5,7,True,0,1705098.15
SHIP_001343,SUP_0069,PROD_0008,Truck,607,1461,475.47,28.63,5,5,5,True,0,1132533.68
SHIP_001344,SUP_0170,PROD_0083,Air,206,715,610.36,50.92,1,1,4,True,1,273594.91
SHIP_001345,SUP_0180,PROD_0063,Air,183,238,385.05,20.17,1,1,0,True,0,85866.74
SHIP_001346,SUP_0145,PROD_0095,Air,516,1800,287.64,27.4,2,2,5,True,0,1496843.54
SHIP_001347,SUP_0044,PROD_0014,Truck,220,1544,214.28,14.49,1,1,4,True,0,670820.44
SHIP_001348,SUP_0153,PROD_0097,Truck,674,472,265.59,19.94,1,1,2,True,0,195051.96
SHIP_001349,SUP_0174,PROD_0098,Truck,128,1909,540.53,23.81,6,6,8,False,0,530693.63
SHIP_001350,SUP_0017,PROD_0027,Air,636,1642,326.67,27.15,2,2,2,False,0,1595951.95
SHIP_001351,SUP_0043,PROD_0072,Rail,616,2030,333.78,36.06,13,13,13,True,0,2581126.4
SHIP_001352,SUP_0110,PROD_0054,Air,866,1345,407.79,24.0,1,1,1,True,1,2637115.03
SHIP_001353,SUP_0014,PROD_0065,Intermodal,983,2351,302.99,27.83,20,20,22,True,0,4928758.18
SHIP_001354,SUP_0028,PROD_0023,Intermodal,483,2093,327.71,27.4,17,17,18,True,0,804042.93
SHIP_001355,SUP_0140,PROD_0064,Rail,998,2020,304.27,20.94,12,12,12,True,0,3410584.5
SHIP_001356,SUP_0181,PROD_0021,Rail,273,2147,196.62,11.0,8,8,9,True,0,1423677.18
SHIP_001357,SUP_0166,PROD_0060,Truck,942,601,220.63,19.39,6,6,5,True,0,1221921.99
SHIP_001358,SUP_0112,PROD_0024,Truck,851,721,424.08,55.28,5,5,4,True,0,721913.57
SHIP_001359,SUP_0080,PROD_0090,Truck,524,663,313.74,33.18,5,5,6,True,0,567662.76
SHIP_001360,SUP_0142,PROD_0090,Intermodal,113,2709,167.25,9.88,19,19,20,True,0,660683.45
SHIP_001361,SUP_0053,PROD_0096,Truck,491,800,484.22,55.69,4,4,6,True,0,571827.18
SHIP_001362,SUP_0197,PROD_0052,Truck,621,1175,368.44,36.99,2,2,2,True,0,1377751.96
SHIP_001363,SUP_0177,PROD_0012,Air,73,1844,920.42,81.52,1,1,1,True,0,88988.84
SHIP_001364,SUP_0166,PROD_0034,Air,266,638,788.6,91.3,2,2,3,True,0,143270.85
SHIP_001365,SUP_0010,PROD_0006,Air,738,65,429.84,57.45,1,1,1,True,1,113065.86
SHIP_001366,SUP_0007,PROD_0009,Truck,791,1375,243.07,29.14,4,4,6,True,0,1458206.94
SHIP_001367,SUP_0091,PROD_0091,Truck,123,925,475.54,62.2,2,2,2,True,0,134213.63
SHIP_001368,SUP_0075,PROD_0057,Truck,744,2179,486.06,48.91,4,4,4,True,0,3258534.75
SHIP_001369,SUP_0093,PROD_0073,Truck,363,1123,400.76,52.94,3,3,2,True,0,434687.35
SHIP_001370,SUP_0084,PROD_0068,Ship,977,1408,102.88,13.08,33,33,34,True,0,3138708.36
SHIP_001371,SUP_0145,PROD_0069,Truck,264,506,327.59,46.46,6,6,5,True,0,307150.95
SHIP_001372,SUP_0193,PROD_0097,Air,915,57,415.35,57.26,2,2,3,True,0,50482.43
SHIP_001373,SUP_0065,PROD_0063,Intermodal,355,239,306.02,33.82,17,17,20,True,0,152659.01
SHIP_001374,SUP_0200,PROD_0081,Air,986,2319,488.1,58.88,2,2,4,True,0,3752155.38
SHIP_001375,SUP_0150,PROD_0027,Rail,220,1293,158.21,13.06,7,7,10,True,0,342813.82
SHIP_001376,SUP_0133,PROD_0013,Truck,514,1454,288.05,34.96,6,6,8,False,0,1225122.03
SHIP_001377,SUP_0033,PROD_0054,Ship,570,1968,195.57,23.86,27,27,26,True,0,1407921.39
SHIP_001378,SUP_0107,PROD_0097,Air,917,474,645.73,82.36,2,2,3,False,0,797417.29
SHIP_001379,SUP_0078,PROD_0050,Truck,17,108,247.29,27.48,4,4,6,True,0,4157.11
SHIP_001380,SUP_0099,PROD_0094,Air,167,2577,298.42,21.65,1,1,4,True,0,290801.25
SHIP_001381,SUP_0056,PROD_0100,Ship,581,246,190.13,11.62,26,26,25,True,0,169617.04
SHIP_001382,SUP_0067,PROD_0075,Truck,775,2859,633.95,47.72,5,5,7,True,1,4272401.15
SHIP_001383,SUP_0150,PROD_0068,Rail,688,492,284.33,34.15,7,7,6,True,0,593395.9
SHIP_001384,SUP_0082,PROD_0053,Truck,876,1722,157.27,12.8,6,6,5,True,0,1907305.65
SHIP_001385,SUP_0050,PROD_0023,Air,929,957,334.75,37.74,2,2,4,True,0,991415.98
SHIP_001386,SUP_0142,PROD_0059,Rail,462,2005,126.49,6.03,13,13,13,True,0,1281115.44
SHIP_001387,SUP_0156,PROD_0038,Rail,484,2560,146.35,14.26,10,10,9,True,0,2005088.24
SHIP_001388,SUP_0046,PROD_0087,Truck,199,2670,382.47,33.94,2,2,5,True,0,593290.75
SHIP_001389,SUP_0113,PROD_0018,Ship,707,794,180.48,18.67,24,24,23,True,0,299528.07
SHIP_001390,SUP_0093,PROD_0012,Truck,979,926,258.46,26.84,4,4,3,True,0,1452067.73
SHIP_001391,SUP_0160,PROD_0081,Truck,226,1613,359.44,21.48,5,5,6,True,0,374746.03
SHIP_001392,SUP_0125,PROD_0086,Rail,705,1276,293.26,25.83,8,8,8,True,0,1195931.63
SHIP_001393,SUP_0075,PROD_0005,Ship,219,2115,145.46,8.33,30,30,33,True,0,751706.4
SHIP_001394,SUP_0120,PROD_0060,Truck,52,847,387.68,21.11,6,6,5,False,0,57666.25
SHIP_001395,SUP_0159,PROD_0067,Truck,936,2978,371.82,15.5,6,6,8,True,0,5074479.29
SHIP_001396,SUP_0144,PROD_0013,Truck,797,2079,428.04,45.96,1,1,4,True,0,3029371.01
SHIP_001397,SUP_0033,PROD_0031,Intermodal,818,1593,320.73,37.33,15,15,16,True,0,2615388.0
SHIP_001398,SUP_0176,PROD_0063,Truck,559,2563,393.67,33.04,3,3,5,True,0,1310372.95
SHIP_001399,SUP_0027,PROD_0013,Truck,70,1733,478.9,20.56,4,4,4,True,1,165547.84
SHIP_001400,SUP_0155,PROD_0057,Truck,412,1272,246.1,24.84,3,3,3,True,0,751168.55
SHIP_001401,SUP_0020,PROD_0008,Truck,883,936,457.28,43.05,6,6,5,True,0,1906484.47
SHIP_001402,SUP_0079,PROD_0043,Truck,563,719,215.57,17.37,2,2,4,True,0,320483.21
SHIP_001403,SUP_0104,PROD_0041,Rail,876,2799,171.97,13.32,5,5,8,False,1,3031483.0
SHIP_001404,SUP_0018,PROD_0033,Truck,578,2112,438.35,44.23,4,4,4,True,0,2108776.17
SHIP_001405,SUP_0003,PROD_0019,Rail,679,1477,196.82,11.08,5,5,7,True,0,2006055.6
SHIP_001406,SUP_0042,PROD_0026,Truck,658,2456,484.56,28.75,6,6,5,True,0,1436282.34
SHIP_001407,SUP_0102,PROD_0075,Truck,471,2154,391.19,43.25,3,3,4,True,0,1711978.43
SHIP_001408,SUP_0003,PROD_0077,Air,632,2439,436.0,36.28,2,2,5,True,0,2001917.49
SHIP_001409,SUP_0025,PROD_0085,Truck,977,2357,320.47,13.5,3,3,5,True,0,2576083.39
SHIP_001410,SUP_0067,PROD_0016,Rail,173,734,298.46,40.71,7,7,9,True,0,99760.37
SHIP_001411,SUP_0005,PROD_0082,Ship,880,903,215.93,16.64,22,22,23,True,0,637034.23
SHIP_001412,SUP_0008,PROD_0002,Truck,739,1580,387.66,18.69,5,5,4,True,0,868585.39
SHIP_001413,SUP_0067,PROD_0092,Intermodal,280,601,348.99,38.62,13,13,13,False,0,289072.28
SHIP_001414,SUP_0106,PROD_0018,Intermodal,592,1991,262.04,13.15,13,13,13,True,0,949972.27
SHIP_001415,SUP_0053,PROD_0006,Rail,750,1983,294.55,34.87,7,7,6,True,0,3227564.33
SHIP_001416,SUP_0106,PROD_0055,Intermodal,295,2615,188.28,17.04,9,9,12,False,1,693823.32
SHIP_001417,SUP_0149,PROD_0058,Truck,152,2802,176.52,18.4,5,5,7,True,0,485400.3
SHIP_001418,SUP_0089,PROD_0071,Truck,437,2506,606.45,49.62,4,4,5,True,0,2153794.42
SHIP_001419,SUP_0088,PROD_0038,Truck,753,2111,124.46,8.99,5,5,8,True,0,2645176.09
SHIP_001420,SUP_0081,PROD_0080,Rail,210,1222,217.52,10.07,12,12,12,False,0,280875.48
SHIP_001421,SUP_0091,PROD_0002,Truck,501,818,174.15,13.83,6,6,6,True,0,879571.79
SHIP_001422,SUP_0085,PROD_0061,Truck,238,99,144.99,16.9,3,3,5,True,0,56427.1
SHIP_001423,SUP_0064,PROD_0047,Truck,17,2239,294.78,18.19,6,6,8,True,0,56434.95
SHIP_001424,SUP_0120,PROD_0001,Truck,183,2853,314.77,24.03,6,6,7,True,0,928833.87
SHIP_001425,SUP_0147,PROD_0011,Air,221,717,694.56,88.26,2,2,5,True,0,113033.22
SHIP_001426,SUP_0088,PROD_0091,Air,779,2529,491.57,26.63,2,2,3,True,0,2548268.39
SHIP_001427,SUP_0125,PROD_0023,Truck,899,1630,176.93,9.65,1,1,1,True,0,840366.1
SHIP_001428,SUP_0046,PROD_0046,Intermodal,284,67,208.16,16.97,19,19,21,True,0,30923.01
SHIP_001429,SUP_0054,PROD_0057,Rail,558,2227,346.28,14.29,5,5,5,True,1,917746.09
SHIP_001430,SUP_0099,PROD_0093,Air,665,2433,689.12,58.91,2,2,1,True,0,1603335.17
SHIP_001431,SUP_0102,PROD_0001,Truck,132,2449,294.86,30.3,4,4,6,True,0,468376.22
SHIP_001432,SUP_0133,PROD_0058,Truck,921,2391,577.53,28.23,3,3,3,True,0,1842642.92
SHIP_001433,SUP_0017,PROD_0081,Air,732,1485,744.04,91.87,2,2,4,True,0,2165307.28
SHIP_001434,SUP_0150,PROD_0052,Truck,848,599,305.6,32.53,4,4,6,True,0,476392.44
SHIP_001435,SUP_0027,PROD_0001,Ship,633,2459,194.39,10.86,25,25,28,True,0,3621406.16
SHIP_001436,SUP_0039,PROD_0021,Rail,582,1475,231.05,16.15,8,8,7,True,0,888797.36
SHIP_001437,SUP_0118,PROD_0090,Rail,192,713,243.24,30.72,10,10,11,True,0,337814.17
SHIP_001438,SUP_0017,PROD_0021,Truck,126,1952,332.41,19.49,5,5,7,True,0,262531.59
SHIP_001439,SUP_0019,PROD_0015,Truck,445,1335,555.87,64.5,1,1,2,True,0,1471441.45
SHIP_001440,SUP_0092,PROD_0061,Rail,803,2864,112.56,6.56,5,5,5,False,0,3321629.73
SHIP_001441,SUP_0048,PROD_0010,Intermodal,496,1956,312.81,25.35,20,20,21,True,0,2076243.3
SHIP_001442,SUP_0131,PROD_0024,Air,64,1158,757.25,101.78,1,1,0,True,0,92470.02
SHIP_001443,SUP_0104,PROD_0089,Air,548,1024,323.44,38.57,1,1,4,True,0,881809.85
SHIP_001444,SUP_0136,PROD_0045,Truck,335,925,480.84,25.58,2,2,5,True,0,713309.34
SHIP_001445,SUP_0109,PROD_0100,Rail,382,2061,262.76,17.53,8,8,8,True,0,635739.29
SHIP_001446,SUP_0019,PROD_0058,Rail,462,1204,155.7,17.79,10,10,9,True,0,554931.49
SHIP_001447,SUP_0190,PROD_0023,Ship,750,2204,167.26,16.5,36,36,36,True,0,1932389.42
SHIP_001448,SUP_0139,PROD_0046,Truck,231,2170,290.57,23.82,6,6,8,True,0,425427.42
SHIP_001449,SUP_0044,PROD_0034,Ship,196,2503,105.0,6.68,33,33,34,False,0,288541.26
SHIP_001450,SUP_0025,PROD_0057,Truck,138,1824,124.12,11.77,1,1,0,True,0,306045.27
SHIP_001451,SUP_0101,PROD_0003,Truck,102,1860,199.86,23.61,5,5,4,False,0,325437.96
SHIP_001452,SUP_0006,PROD_0081,Ship,345,191,132.06,8.13,43,43,45,True,0,124541.11
SHIP_001453,SUP_0183,PROD_0061,Truck,703,2927,386.81,43.56,5,5,6,True,0,3691276.49
SHIP_001454,SUP_0187,PROD_0083,Truck,173,1237,377.31,20.05,5,5,6,True,0,262514.85
SHIP_001455,SUP_0189,PROD_0067,Truck,599,2288,613.64,39.04,6,6,9,True,0,2864643.13
SHIP_001456,SUP_0048,PROD_0056,Truck,921,516,229.84,11.54,6,6,8,True,0,580721.25
SHIP_001457,SUP_0008,PROD_0087,Intermodal,258,1670,342.51,20.23,18,18,17,True,0,297885.13
SHIP_001458,SUP_0158,PROD_0025,Ship,65,302,170.73,10.01,44,44,43,True,0,31502.28
SHIP_001459,SUP_0090,PROD_0097,Truck,197,1124,258.69,16.99,4,4,4,True,1,167659.34
SHIP_001460,SUP_0158,PROD_0093,Truck,618,2949,347.0,37.35,5,5,4,True,0,1859197.26
SHIP_001461,SUP_0127,PROD_0086,Truck,295,1762,422.65,50.48,3,3,3,True,0,715193.01
SHIP_001462,SUP_0158,PROD_0011,Truck,825,2943,515.94,21.13,4,4,3,True,0,2344005.29
SHIP_001463,SUP_0038,PROD_0013,Air,519,613,688.09,81.17,1,1,4,True,0,736510.94
SHIP_001464,SUP_0029,PROD_0020,Intermodal,897,2688,389.78,20.39,17,17,18,True,0,5525011.04
SHIP_001465,SUP_0182,PROD_0080,Truck,820,1272,320.26,40.62,1,1,4,True,0,2537350.18
SHIP_001466,SUP_0186,PROD_0095,Ship,17,2835,250.2,28.78,23,23,22,True,0,92601.21
SHIP_001467,SUP_0104,PROD_0043,Truck,455,1661,440.93,45.51,4,4,6,True,0,1241143.59
SHIP_001468,SUP_0101,PROD_0081,Intermodal,270,2380,352.48,39.83,16,16,17,True,0,811692.85
SHIP_001469,SUP_0044,PROD_0037,Air,969,624,654.45,69.64,2,2,1,True,1,920889.66
SHIP_001470,SUP_0029,PROD_0092,Truck,405,2257,511.68,29.69,1,1,3,True,0,625943.39
SHIP_001471,SUP_0051,PROD_0031,Intermodal,619,948,309.38,37.75,13,13,13,True,1,1289216.46
SHIP_001472,SUP_0057,PROD_0064,Truck,168,2853,128.75,13.21,3,3,3,True,0,594756.3
SHIP_001473,SUP_0091,PROD_0011,Intermodal,481,2470,215.89,11.82,18,18,21,True,0,2640276.15
SHIP_001474,SUP_0163,PROD_0094,Air,109,785,451.38,23.03,1,1,1,False,0,157456.82
SHIP_001475,SUP_0164,PROD_0042,Truck,629,494,435.81,59.88,4,4,7,True,0,356486.47
SHIP_001476,SUP_0043,PROD_0088,Truck,267,740,471.34,32.17,1,1,4,True,0,183557.15
SHIP_001477,SUP_0036,PROD_0083,Intermodal,78,89,165.32,11.75,18,18,20,False,0,9047.04
SHIP_001478,SUP_0060,PROD_0092,Truck,88,814,439.86,42.53,4,4,5,True,0,118508.33
SHIP_001479,SUP_0104,PROD_0015,Air,66,1950,352.34,19.39,2,2,4,True,0,266835.13
SHIP_001480,SUP_0141,PROD_0068,Truck,528,2648,268.65,30.49,4,4,4,True,0,2646133.96
SHIP_001481,SUP_0090,PROD_0080,Rail,780,1031,277.79,13.8,12,12,14,True,0,630975.51
SHIP_001482,SUP_0135,PROD_0034,Truck,19,1210,186.99,11.52,6,6,9,True,0,41829.77
SHIP_001483,SUP_0079,PROD_0007,Rail,691,2824,220.79,14.59,11,11,10,True,0,1602746.94
SHIP_001484,SUP_0073,PROD_0023,Truck,996,1575,265.76,30.44,2,2,2,True,0,796961.34
SHIP_001485,SUP_0135,PROD_0067,Truck,100,2603,242.64,28.04,2,2,4,True,1,512143.48
SHIP_001486,SUP_0161,PROD_0093,Air,86,1330,233.88,18.37,1,1,1,True,0,137558.38
SHIP_001487,SUP_0141,PROD_0046,Rail,517,2904,153.95,12.08,11,11,11,True,0,2133236.45
SHIP_001488,SUP_0081,PROD_0091,Air,369,2914,281.12,16.19,1,1,4,True,0,2058671.62
SHIP_001489,SUP_0183,PROD_0036,Truck,30,906,513.88,26.86,1,1,0,True,0,59923.74
SHIP_001490,SUP_0048,PROD_0085,Truck,379,1780,341.7,15.22,4,4,4,True,0,1163537.93
SHIP_001491,SUP_0098,PROD_0031,Air,517,2996,1028.95,51.54,1,1,1,True,0,1425682.13
SHIP_001492,SUP_0054,PROD_0034,Truck,260,1746,371.11,37.75,2,2,5,True,0,586070.85
SHIP_001493,SUP_0003,PROD_0028,Truck,514,1617,191.44,13.36,4,4,7,True,0,1810855.97
SHIP_001494,SUP_0137,PROD_0033,Ship,368,743,86.92,7.39,16,16,19,True,0,372975.99
SHIP_001495,SUP_0066,PROD_0046,Rail,433,1121,220.54,25.76,11,11,12,True,0,249505.18
SHIP_001496,SUP_0064,PROD_0087,Air,778,2906,610.82,61.71,1,1,1,True,0,3318807.62
SHIP_001497,SUP_0064,PROD_0098,Air,761,1347,624.54,33.54,1,1,3,True,0,1784198.76
SHIP_001498,SUP_0047,PROD_0013,Ship,390,2139,63.64,4.29,17,17,20,True,0,2022522.86
SHIP_001499,SUP_0005,PROD_0060,Ship,323,1786,215.46,17.91,18,18,18,True,0,1052501.98
SHIP_001500,SUP_0078,PROD_0089,Air,447,2139,919.8,57.54,1,1,1,True,0,2327596.7
SHIP_001501,SUP_0106,PROD_0012,Truck,969,1751,401.85,24.86,1,1,0,True,0,3217722.76
SHIP_001502,SUP_0194,PROD_0010,Truck,281,2768,275.75,30.07,2,2,1,False,0,1292637.42
SHIP_001503,SUP_0028,PROD_0028,Ship,773,2870,69.5,6.15,21,21,24,True,0,1384481.7
SHIP_001504,SUP_0181,PROD_0065,Truck,814,1037,317.16,16.06,6,6,7,True,0,1346319.92
SHIP_001505,SUP_0177,PROD_0006,Ship,751,2090,183.78,12.88,39,39,40,True,0,1072981.03
SHIP_001506,SUP_0154,PROD_0083,Truck,195,2816,290.12,16.47,4,4,7,True,1,776558.85
SHIP_001507,SUP_0172,PROD_0034,Intermodal,938,1097,388.89,25.31,7,7,7,True,0,1085133.98
SHIP_001508,SUP_0066,PROD_0070,Rail,740,974,265.43,34.98,9,9,12,True,0,1269919.84
SHIP_001509,SUP_0096,PROD_0090,Truck,311,251,319.95,43.37,2,2,3,True,0,78980.37
SHIP_001510,SUP_0103,PROD_0041,Truck,315,200,390.82,36.56,2,2,5,True,0,72040.71
SHIP_001511,SUP_0085,PROD_0010,Truck,268,684,109.13,9.79,5,5,5,False,0,378322.85
SHIP_001512,SUP_0077,PROD_0019,Intermodal,806,1877,297.81,29.87,7,7,9,True,0,2137072.9
SHIP_001513,SUP_0021,PROD_0051,Intermodal,625,2562,476.13,29.5,9,9,9,True,0,3862508.05
SHIP_001514,SUP_0118,PROD_0059,Truck,944,2961,528.12,44.89,6,6,9,True,0,5931602.48
SHIP_001515,SUP_0006,PROD_0057,Rail,114,831,309.78,17.32,12,12,11,False,0,105863.78
SHIP_001516,SUP_0172,PROD_0021,Truck,12,2679,555.5,60.95,5,5,8,True,0,22134.77
SHIP_001517,SUP_0029,PROD_0018,Truck,966,2504,395.43,42.36,6,6,8,True,0,5612643.59
SHIP_001518,SUP_0076,PROD_0021,Air,573,100,616.28,33.04,2,2,3,True,0,74170.76
SHIP_001519,SUP_0127,PROD_0021,Air,53,1871,502.87,58.41,2,2,5,True,0,74770.16
SHIP_001520,SUP_0167,PROD_0039,Rail,700,550,90.95,12.62,13,13,12,True,0,292509.71
SHIP_001521,SUP_0065,PROD_0069,Intermodal,311,2533,242.98,24.17,16,16,15,True,0,1875146.16
SHIP_001522,SUP_0147,PROD_0020,Truck,434,195,288.27,37.1,3,3,2,True,0,153045.83
SHIP_001523,SUP_0125,PROD_0095,Ship,918,2860,237.18,14.13,34,34,37,True,0,3995269.51
SHIP_001524,SUP_0108,PROD_0012,Truck,190,2401,361.31,21.11,1,1,1,True,0,789305.01
SHIP_001525,SUP_0137,PROD_0011,Truck,260,2316,222.3,13.12,1,1,1,True,0,421368.66
SHIP_001526,SUP_0198,PROD_0079,Truck,808,1005,501.28,35.32,3,3,4,True,0,1879239.0
SHIP_001527,SUP_0076,PROD_0050,Truck,325,1381,116.96,8.05,4,4,6,True,0,987635.94
SHIP_001528,SUP_0002,PROD_0047,Intermodal,597,288,207.42,13.86,16,16,15,True,0,307363.75
SHIP_001529,SUP_0179,PROD_0087,Truck,849,1365,192.08,15.16,1,1,3,True,0,1460256.72
SHIP_001530,SUP_0056,PROD_0063,Truck,157,2274,367.97,42.02,1,1,1,True,0,801091.91
SHIP_001531,SUP_0043,PROD_0031,Ship,110,2595,63.81,7.23,20,20,21,True,0,243318.23
SHIP_001532,SUP_0108,PROD_0026,Truck,922,1340,168.28,10.55,4,4,3,True,0,1031467.11
SHIP_001533,SUP_0086,PROD_0007,Ship,934,654,194.94,12.17,42,42,41,True,0,1118860.08
SHIP_001534,SUP_0050,PROD_0012,Truck,819,1155,504.09,43.78,2,2,2,True,0,1514839.79
SHIP_001535,SUP_0078,PROD_0028,Rail,256,2267,271.43,24.79,5,5,5,False,0,692437.52
SHIP_001536,SUP_0116,PROD_0098,Truck,439,2579,347.26,20.25,6,6,8,True,0,1850785.43
